text; class
انطلاق المباراة  في الدوري الإنتاج الحربي  ×  أسوان... تابع لحظة بلحظة  ;not cyber
أول تعليق من أحمد الشيخ بعد هدفه في  مرمى توجو  ;not cyber
حقق الشرقية فوزه الثالث فقط هذا الموسم من مباراة خاضها الفريق  ;not cyber
لاعب برشلونة المعار يختار.. صلاح ضمن أفضل لاعبين في إيطاليا  ;not cyber
نهاية المباراة الشرقية  ×  المقاولون ... الخيول تحقق الفوز الأول منذ أشهر 🐴🐴  ;not cyber
"بدون محسوبية أو مجاملات وسواء اعترف الاتحاد الإفريقي بذلك أم لا. نادي الزمالك هو نادي القرن الحقيقي".  ;not cyber
' جووووووووووووووووووووووووول عبد الرحمن حسان يتقدم للشرقية بمتابعة لركلة حرة سددها حسام حسن في العارضة الشرقية  المقاولون   في الدوري  ;not cyber
هدف شهر مارس في الدوري الإنجليزي .. أندروس تاونسيد  ;not cyber
جوائز شهر مارس في الدوري الإنجليزي أفضل لاعب  روميلو لوكاكو  أفضل مدرب  إيدي هاوي  أفضل هدف  أندروس تاونسيند في شباك وست بروميتش  ;not cyber
الدوري المصري عاد إليكم من جديد الشرقية  ×  المقاولون... تابع لحظة بلحظة  ;not cyber
رئيس الزمالك  إيناسيو من اختيار اللجنة الفنية.. والجهاز المساعد مستمر وسبب استبعاد جريس  ;not cyber
أنطونيو فالنسيا يفوز بجائزة لاعب الشهر في مانشستر يونايتد  ;not cyber
جماهير لانس الفرنسي تطالب بشراء كريم حافظ  ;not cyber
يبدو أن البرتغالي هو خليفة محمد حلمي في الإدارة الفنية للزمالك..  ;not cyber
مباريات الجمعة .. عودة الدوري المصري 🇪🇬🇪🇬  ;not cyber
"كل ما يحدث في مسيرة أي لاعب هو قدر، لكن عليه السعي ولن أتوقف عن السعي لأن هذا ما تعلمته في الأهلي حتى الان". تعرف على حكاية أحمد رمضان "بيكام" ناشيء الأهلي.. وعلاقته بتشيلسي وديفيد لويز  ;not cyber
لن يلعبا ضد الزمالك  ;not cyber
نجم الزمالك في القرن الماضي  ;not cyber
دوري الدرجة الثانية المشتعل  ;not cyber
المدير الفني لمنتخب توجو  ;not cyber
لماذا تم إيقاف لاعب الزمالك لمدة سنة كاملة؟ هل العقوبة ضمن اللائحة؟ ماذا عن أسباب غيابه ضد الأهلي في السوبر رغم اختلاف المسابقة؟.. أسئلة عديدة نوضحها لكم هنا  ;not cyber
كلود لوروا يبدي رأيه في كتيبة كوبر  منتخب مصر حاليا يسير بمستوى جيد في طريقه نحو التأهل لكأس العالم في روسيا  ;not cyber
حارس البلدية يتحدث لـ في الجول بعد هدفه القاتل في مرمى اتحاد نبروه  ;not cyber
نجوم منتخب مصر يضربون مرمي توجو بثلاثية رائعة فى مباراة ودية   لمتابعة جميع الملخصات والأهداف 👇👇  ;not cyber
الفيفا يبلغ الزمالك رده النهائي بشأن إعادة مباراة المقاصة  ;not cyber
محمود كهربا لاعب الزمالك المعار للاتحاد جدة يرتدي الزي السعودي برفقة زميليه في الفريق أحمد عسيري وفهد الانصاري  ;not cyber
برأيك من اللاعب القادر على حل أزمة الجبهة اليسرى للزمالك؟  ;not cyber
رضا شحاته لـ في الجول  الأهلي يضم مجموعة مميزة من اللاعبين، خاصة في خط الهجوم بوجود عمرو جمال وعماد متعب  ;not cyber
مجلس إدارة الزمالك يقرر إقامة حفل لتكريم محمد حلمي  ;not cyber
شيكابالا والشناوي خارج قائمة الزمالك لمواجهة سموحة  ;not cyber
ما توقعك لمصير عمرو مرعي في نهاية الموسم الحالي؟  ) الانتقال إلى الزمالك.  ) الانتقال إلى الأهلي.  ) البقاء مع إنبي.  ) الانتقال لفريق أخر  ;not cyber
تخبط في صفوف النسور قبل مواجهة الفراعنة.. كاسبارجاك في طريقه للرحيل عن صفوف المنتخب التونسي  ;not cyber
أحمد حسن يستبعد إعتزال الحضري لكرة القدم في المستقبل القريب  ;not cyber
ملك النص لـ في الجول محمد حلمي المدير الفني للفريق عمل بشكل جيد مع اللاعبين لكن الفريق يحتاج لمدرب أجنبي  ;not cyber
بالفيديو| نهاية المباراة.. برأيك من أفضل لاعب في المباراة؟  ;not cyber
"راموس في البداية انضم إلينا كمهاجم، بعد ذلك وضعناه في أفضل صورة ممكنة وهي أن يصبح لاعبا بإمكانه المشاركة في أي مكان بالملعب". تعرف على قصة سيرخيو راموس مع الأهداف بطريقة مختلفة  ;not cyber
مؤمن سيلمان عن مواجهة الزمالك  أخطر شيء ممكن أن يواجهنا في المباراة هو الاستسلام لطريقة لعب الأبيض وعدم فرض أسلوبنا  ;not cyber
عملها العنكبوت .. هدف قاتل في ال+ علي طريق الحضري  ;not cyber
قبل بيتر كراوتش كان هناك عملاقا أخر لا يكل ولا يمل عن القتال، "يان كولر" الذي بدا مسيرته كحارس مرمي قبل ان يتحول الي مهاجم ..إنه أحد أبرز علامات منتخب التشيك ومن أهم أسباب نجاحهم في فترات عديدة.. في عيد ميلاده إليكم قصة العملاق التشيكي  بقلم  ;not cyber
إيناسيو المرشح الأقرب لخلافة محمد حلمي في تدريب الزمالك .. هل تتم الصفقة  ;not cyber
"غياب ميسي كان مفتاح فوز بوليفيا على الأرجنتين، الأمر مثل غياب رونالدو عن البرتغال  ;not cyber
يستعرض ما فعله إيناسيو ضد المدربين البرتغاليين الأخرين الذين دربوا في مصر في مباراة.  ;not cyber
ليفربول يخسر السباق لضم الالماني محمود داوود  ;not cyber
تيتي الذي اعاد الي البرازيل روحها وجعلهم يعودوا لرقص السامبا مجددا .. بعد اشهر فقط نجح فيما خطط له حيث أصبح المنتخب البرازيلي هو أول المنتخبات وصولا لمونديال روسيا  ;not cyber
رسميا  - الالماني محمود داوود لاعب بوروسيا مونشنجلادباخ ينتقل الي بروسيا دورتموند  ;not cyber
التبديل الثالث لمنتخبنا بخروج كهربا ونزول عمرو جمال د"" مصر | توجو لقاء ودي...  ;not cyber
الاهلي ارسل خطابا رسميا إلى اتحاد الكرة، يعترض فيه على لائحة مكافات وجزاءات مسابقة كأس مصر التي أرسلها الاتحاد إلى النادي مؤخرا.  ;not cyber
ويواجه الزمالك سموحة في الجولة من الدوري على استاد برج العرب  ;not cyber
"الأمر صعب، كل برازيلي هو مدرب، وكل صحفي هناك أفضل من المدرب الذي يقود المنتخب".  ;not cyber
قائمة أكثر اللاعبين مساهمة في الأهداف بدوري أبطال أوروبا لهذا الموسم  ;not cyber
حقق إيفرتون فوزا وحيدا فقط في اخر مباراة ضد ليفربول في الدوري الإنجليزي ( فوز - تعادل - هزيمة)  ;not cyber
اخر مواجهات بين إيفرتون وليفربول في ملعب جوديسون بارك انتهت جميعها بالتعادل. الليلة، سيتواجه الفريقين على نفس الملعب.. ما هي توقعاتكم؟ - فوز إيفرتون  - فوز ليفربول  - تعادل  ;not cyber
أصبح زين الدين زيدان أول شخص يفوز بكأس العالم للأندية كلاعب ومدرب.. وكلاهما مع ريال مدريد كأس إنتركونتننتال كلاعب  كأس العالم للأندية كمدرب  ;not cyber
احتفال مروان محسن بعد هدفه الأول بقميص النادي الأهلي  ;not cyber
انطلاق المباراة  النصر للتعدين مصر للمقاصة  تابع المباراة "  "   في الدوري  ;not cyber
أجندة الاهلي في  كانت مليئة بالأحداث .. عودة درع الدوري للأهلي كان الحدث الأهم، ولكن في المقابل أخفق الفريق في استكمال مشوار دوري أبطال إفريقيا وخسر نهائي الكأس وكان عام مميز لفريق السلة في النادي الاهلي ..  يوثق سنة النادي الأحمر في فيديو حصاد  ;not cyber
التبديل الثالث لمنتخب مصر بخروج عمرو ورده ونزول مصطفي فتحي د "" مصر | توجو لقاء ودي...  ;not cyber
ترتيب جدول الدوري.. الأهلي مستمر في الصدارة  ;not cyber
نهاية المباراة في الدوري   بتروجيت (جيمس تيدي)  الإسماعيلي (شكري نجيب)  ;not cyber
زيدان اول شخص يفوز بكأس العالم للاندية كلاعب ثم كمدرب  ;not cyber
كريستيانو رونالدو يفوز بجائزة هداف البطولة برصيد اهداف  ;not cyber
احتفال جماهير كاشيما بهدف التعادل امام ريال مدريد  ;not cyber
مثل ما اتفقنا دعوهم يعادلوا النتيجة وانا ساسجل هدف الفوز في الدقيقة 😂😂  ;not cyber
لقطة اليوم - احتفال ابرا بهدفه الاول في المباراة امام وست بروميتش وتعابير وجه لينجارد  ;not cyber
احتفال جماهير كاشيما بهدف التعادل امام ريال مدريد  ;not cyber
إبراهيموفيتش في المركز الثالث في سباق هدافي الدوري الانجليزي برصيد اهداف بالتساوي مع اجويرو خلف كوستا () وسانشيز  ;not cyber
شارك برأيك - هل كنت مع أم ضد عودة الاستبدال في قوائم الدوري المصري في يناير؟  ;not cyber
حلقة جديدة يحكي فيها الحضري عن "الكابتن الحقيقي" للأهلي  وكيف دخل في صدام مع مانويل جوزية.. والمنافسة مع نادر السيد  بالتعاون مع  ;not cyber
جووووووووووول للهدف الثاني يسجله أحمد الشيخ د "" مصر  | توجو لقاء ودي...  ;not cyber
نهاية الشوط الاول في الدوري  ;not cyber
عايزين تعرفوا حازم إمام كان بيستعد لإيه مع رقم ؟  حازم إمام بيدعوكم للعبة الـ"ترايثلون" اللي بتضم السباحة وسباق دراجات والجري  جسمك ميستهلش حاجة واحدة، يستاهل "قوة الثلاثة"..  ;not cyber
ميدو يفشل في تحقيق الفوز مع دجلة للمباراة الخامسة على التوالي وسلسلة انتصارات الأهلي تتوقف بعد التعادل مع إنبي .. ضمن  أبرز ملامح الجولة ال من الدوري المصري  ;not cyber
أندير هيريرا  "بول بوجبا لاعب من طراز عالمي يمكنه قلب نتيجة المباراة في أي وقت".  ;not cyber
حسام غالي يتحدث عن أحلى كوبري في حياته.. أصعب خصم عالمي وأفضل مدرب  ;not cyber
دوري مصري  سوبر محلي  كأس مصر  دوري أبطال افريقيا  كونفدرالية...  سوبر افريقي  أمم افريقيا  برونزية كأس العالم للشباب مسيرة مميزة 👌  ;not cyber
سالومون روندون لاعب وست بروميتش سجل أهداف في أقل من دقيقة.. جميعهم بالرأس! أصبح روندون ثاني لاعب يسجل هاتريك برأسه فقط في تاريخ البريميير ليج (أول لاعب هو دنكن فيرجسون لاعب إيفرتون السابق ضد بولتون في ديسمبر ) من حضروا مباريات منتخب فنزويلا في كأس العالم للشباب في مصر يعرفون هذا الاسم جيدا  ;not cyber
بعد نهاية الجولة الـ  في الدوري.. شارك في إختيار نجم الجولة..  - سعد سمير "الأهلي"  - الونش "الزمالك"  - إبراهيم حسن "الإسماعيلي"  - أحمد عبدالظاهر "مصر للمقاصة"...  - أحمد جمعة "المصري"  - حمادة جلال "النصر للتعدين"  ;not cyber
دقائق فقط على نهاية المباراة الزمالك  بتروجيت ... تابع المباراة من هنا  ;not cyber
قميص الزمالك الجديد من شركة  ;not cyber
بداية الشوط الثاني.. التبديل الأول لمنتخبنا بخروج أمير عادل ونزول أحمد الشيخ مصر | توجو لقاء ودي...  ;not cyber
'  ميسي يسجل الهدف الثاني من تسديدة قوية الاهلي  برشلونة  ;not cyber
عاجل - رونالدو الأفضل في العالم! الكرة الذهبية الأولى للبرتغالي من فرانس فوتبول بعد انفصال الجائزة عن فيفا  ;not cyber
دقيقة حداد على أرواح ضحايا الكنيسة البطرسية قبيل صافرة بداية مباراة إنبي والأهلي  في الدوري  ;not cyber
وليد سليمان يستعد للمشاركة ولكن على حساب من؟؟  في الدوري  ;not cyber
انطلاق المباراة إنبي × الأهلي  الجولة  في الدوري... تابع المباراة من هنا  ;not cyber
قرعة دور ال في دوري ابطال اوروبا  موناكو مانشستر سيتي  نابولي ريال مدريد  دورتموند بنفيكا  أرسنال بايرن ميونيخ...  يوفنتوس بورتو  أتلتيكو مدريد باير ليفركوزن  برشلونة باريس سان جيرمان  ليستر سيتي أشبيلية  ;not cyber
قرعة دور ال من دوري ابطال اوروبا   مانشستر سيتي موناكو  ;not cyber
المصري يعادل رقمه في موسم /  الاسماعيلي يحقق اطول سلسلة تعادلات .. ضمن أبرز ملامح الجولة ال من الدوري المصري  ;not cyber
مايكل كاريك مع يونايتد هذا الموسم  لعب مباراة  تعادل  فوز... سجل الفريق هدف  استقبل اهداف  ;not cyber
عمر جابر يتنازل رسميا عن مستحقاته لدى الزمالك  ;not cyber
نهاية الشوط الأول.. اقولنا توقعاتك للشوط الثاني ورأيك في اداء المنتخب؟ مصر | توجو لقاء ودي...  ;not cyber
إنطلاق المباراة في الدوري الانجليزي  وست هام ليفربول  تابع المباراة "  ;not cyber
إنطلاق المباراة في الدوري الانجليزي  وست هام ليفربول  تابع المباراة "  ;not cyber
أرسنال على قمة الدوري الإنجليزي في انتظار نتيجة مباراة تشيلسي  ;not cyber
مسيرة رد بول الأسطورية وصلت لنهايتها، لايبزيج يسقط للمرة الأولى هذا العام أمام إنجلوشتات ويتراجع للمركز الثاني في الدوري الألماني.  ;not cyber
ثيو والكوت يسجل الهدف الـ في ملعب الإمارات والـ في مسيرته في الدوري الإنجليزي  ;not cyber
نهاية الشوط الاول في الدوري   طنطا - النصر للتعدين  ;not cyber
انطلاق مباريات الدوري الأوروبي  ;not cyber
المباراة متوقفة بسبب اعتراض الزمالك علي "الكرة الحمراء" بسبب وزنها والحكم لا يجد بديلا  ;not cyber
ما لا تعرفه عن جوائز دوري ابطال اوروبا المالية.. بداية من دور المجموعات وحتى النهائي  ;not cyber
بطاقات اللاعبين المصريين في فيفا  ;not cyber
الحكم يلغي هدف التقدم لمنتخب مصر بداعي التسلل د "" مصر | توجو لقاء ودي...  ;not cyber
برأيك من كان أفضل لاعب في مباراة الأهلي ووادي دجلة؟  ;not cyber
نهاية اللقاء  في الدوري  الأهلي (كريم نيدفيد، مؤمن زكريا)  وادي دجلة (مصطفى جلال)  ;not cyber
تشكيل الأهلي للقاء وادي دجلة. توقعاتك لنتيجة اللقاء   ) فوز الأهلي  ) فوز وادي دجلة...  ) تعادل سلبي  ) تعادل إيجابي  ;not cyber
نهاية مباريات اليوم من دوري أبطال أوروبا وإليكم النتائج..  ;not cyber
ليستر سيتي يواصل صنع التاريخ ويصبح أول ناد إنجليزي يحقق الفوز في أول مباراتين في المشاركة الأوروبية الأولى  ;not cyber
جونزالو إيجواين أنهى صيامًا دام يومًا منذ اخر هدف سجله خارج ملعبه مع ريال مدريد أمام أياكس عام  ;not cyber
نهاية الشوط الأول من مباريات دوري أبطال أوروبا وإليكم النتائج..  ;not cyber
في زيمبابوي - لاعب فقد أعصابه على الحكم بسبب بطاقة حمراء!  ;not cyber
 في اليوم ده سنة - الأهلي يفوز - على الزمالك سجل الأهداف  ابراهيم حسن، محمد يوسف، ومحمد عبدالجليل  ;not cyber
وصول بعثة الزمالك من المغرب بعد التأهل إلى نهائي دوري أبطال إفريقيا  ;not cyber
أيقونة غنييا يقترب من الزمالك تعرف على أبرز المعلومات عن اللاعب صاحب الـ ""، والذي يتنافس علية الزمالك رفقة عدد من الأندية المغاربية، والأوروبية خلال الفترة المقبلة.  ;not cyber
 في اليوم ده سنة - الأهلي يقوز - على الزمالك في نصف نهائي دوري الأبطال على ملعب الكلية الحربية مين حضر الماتش ده يحكي لنا ذكرياته  ;not cyber
الهدف الذي سجله توتي اليوم هو الهدف رقم له في الدوري الإيطالي  ;not cyber
 في اليوم ده سنة - انتهى بناء ملعب كامب نو، معقل برشلونة الجديد، وتم افتتاحه رسميا  ;not cyber
نهاية المباراة الرائعة  في الدوري   إنبي - الشرقية  ;not cyber
 في اليوم ده سنة - كيم كريستينسن حارس مرمى جوتبيرج السويدي حاول "يشغل دماغه" ويضيق عرض المرمى 😂😂 لكن الحكم تدخل طبعا  ;not cyber
تعرفوا على أغلى لاعبين في الدوري الأمريكي  ;not cyber
الأرجنتيني هيكتور كوبر المدير الفني لمنتخب مصر حاضر في مباراة الأهلي والمقاولون اليوم  ;not cyber
انريكي عن إصابة ليو  خسارة ميسي هي خسارة لكرة القدم. نحن أقوى في وجود ميسي، لكننا سنستمر بنفس القوة رغم كل  ;not cyber
انخيل كوريا سجل أهداف لاتلتيكو مدريد في الدوري.. أحرزها جميعا بعد دخوله كبديل!  ;not cyber
 في اليوم ده توفى بريان كلوف، أحد أعظم لاعبي إنجلترا والرجل الذي صنع أسطورة نوتينجهام فورست في السبعينات والتمانينات.  حقق الثنائية المحلية سنة ، دوري أبطال أوروبا عامي ، . كما حقق السوبر الأوروبي عام .  لعب لميدلسبره وسندرلاند لقاء سجل خلالهم هدف واعتزل في سن الـ بسبب الإصابة.  كرمه نادي نوتينجهام فورست بوضع تمثال كبير له أمام ملعبه في المدينة.  ;not cyber
فيديو كوميدي - رد فعل غريب من حارس ت. بني سويف بعد تصديه لضربة جزاء بدوري الممتاز ب - كورابيا  ;not cyber
الجزائري إسلام سليماني لاعب ليستر سيتي كان قريب من الانتقال للإسماعيلي في ، تخيل لو حصل الانتقال كان بعد سنين سليماني هيبقى فين دلوقتي؟ طالع أيضًا  ;not cyber
الزمالك يعلن انسحابه من الدوري أمام المقاصة  ;not cyber
هل استحق نادي الزمالك ركلة جزاء في هذه اللقطة؟  ;not cyber
ما رأيك في أداء الزمالك بشوط المباراة الأول؟  ;not cyber
حارس المقاصة يتصدي لكرة مصطفي فتحي بعد فاصل مهاري رائع من نجم الزمالك د  مصر للمقاصة  الزمالك  مباراة مؤجلة من الجولة ال  ;not cyber
حفني وفتحي يقودان الزمالك أمام المقاصة  ;not cyber
لقطة طريفه من حارس الزمالك داخل سيارة الشرطة  ;not cyber
المدرب الروماني يرد على أنباء تعاقده مع الزمالك  ;not cyber
بانجورا يخطف الفوز للرائد في الدقيقة بعد اصابة نجم الزمالك المعار و خروجه بدقيقة  ;not cyber
فيديو  توريس يثير الرعب في ملعب المباراة بعد ابتلاعه للسانه نتيجة تدخل عنيف مع لاعب ديبورتيفو و بكاء بعض لاعبي الفريقين  ;not cyber
لاعب قطر وهو بيحاول ياخد ضربة جزاء  بيفكرك بمين ؟  ;not cyber
رد فعل المعلق سوار الذهب بعد الانفعال في التعليق على هدف ثم يكتشف أنه يعلق على الاعادة  ;not cyber
اسبوع حافل مليئ بالأهداف الرائعة   اليكم أفضل أهداف من الاسبوع الماضي في الدوريات الخمسة الكبرى  ;not cyber
جماهير نابولي تسخر من اليوفي  ;not cyber
زي النهاردة مارس ....حسام حسن يرد اعتباره و افتتاح "دُرة" الملاعب  ;not cyber
بعد انتقاد مدحت شلبي على مدرب الأهلي الجبلاية تنتصر للبدري  ;not cyber
جماهير الاهلى تسخر من توقيت نزول كوليبالي و لعمرو جمال القيامة هتقوم و عرفتوا فين كورة غالى !!  ;not cyber
مدرب برشلونة ينال اشادة رسمية من قبل المدير الفني للمنتخب الاسباني  ;not cyber
دوري الأبطال| رينجرز يبتعد عن منطقة الهبوط قبل مواجهة الزمالك  ;not cyber
فيديو  علي محمد علي يعلق على هدف برشلونة الرابع " من جاور السعيد يسعد يا ألكاسير "  ;not cyber
أستبعاد مفاجئ للأباتشي من قائمة الزمالك لمواجهة المقاصة  ;not cyber
رغم قرار الانسحاب الزمالك يتدرب في الأسكندرية استعدادا لسموحة  ;not cyber
رسميا .. انريكي يعلن الرحيل عن برشلونة  التفاصيل بالكامل    للمزيد من أخبار الكرة العالمية والمحترفين ...  - أخبار الكرة العالمية والمحترفين  ;not cyber
محمد فتحي حارس الداخلية يتصدي لركلة جزاء من عمرو السولية د  الأهلي  الداخلية  دور الـ كأس مصر  ;not cyber
إمبراطور الكرة المصرية يوجه رسالة إلي شباب الفراعنة  ;not cyber
مباشر .. لحظة بلحظة| منتخب الشباب ضد غينيا في أمم إفريقيا  ;not cyber
كورابيا تتمنى عيد ميلاد سعيد لمدرب المنتخب أحمد ناجي والسنة القادمة نهنئه بوصول الفراعنة للمونديال  ;not cyber
زي النهاردة ( مارس)  .. خسارة الاهلي و فوز الزمالك و مولد محمد ابراهيم و(العشوائي)  ;not cyber
تعرف على نتائج مباريات اليوم الثاني للجولة الثانية من دوري أبطال اسيا  ;not cyber
مدرب يوفنتوس يرد على اتهامات تحيز التحكيم لصالح فريقه  ;not cyber
حارس الأهلي يسقط في التدريبات قبل مواجهة الداخلية  ;not cyber
زى النهاردة  / .. طوبة انهت حلم جيل ٩٠  والجوهري اول افريقي يتوج بكاس الامم  كلاعب ثم مدرب  ;not cyber
اتحاد الكرة يهدد رئيس اللجنة الأولمبية  ;not cyber
الزمالك سيعاني من غياب نجوم في بداية مشواره الإفريقي  ;not cyber
جماهير الزمالك تسخر من حلمي و باولو وتشيد بحفني عقب لقاء حرس الحدود في كاس مصر  ;not cyber
سيد عبد الحفيظ مدير الكرة أكد أن التجديد لثنائي الأهلي رسميا خلال ساعات  ;not cyber
مرتضي يشترط علي جماهير الزمالك الإعتذار من أجل رحيل حلمي  ;not cyber
جوووووول الأول للزمالك صاروخية من أيمن حفني د  الزمالك  حرس الحدود  دور ال كأس مصر  ;not cyber
جنوب افريقيا تسجل الهدف الثالث من خطأ فادح لـ حارس مرمي الكاميرون   أهداف مباراة .. الكاميرون - جنوب افريقيا .. كأس امم افريقيا للشباب - كورابيا متابعة جميع الملخصات والأهداف 👇👇  ;not cyber
نهاية الشوط الأول.. ما رأيك في أداء الزمالك ؟  ;not cyber
فيديو|| لحظة اصابة الخطيرة لـ حارس مرمي المنيا والاهلى السابق أثناء المباراة ونقله بالاسعاف - كورابيا  متابعة جميع الملخصات والأهداف 👇👇  ;not cyber
لم يعرف يونايتد طعم الهزيمة في اخر مباراة في البريميرليغ! هل سيتمكن وست بروميتش من إنهاء هذه السلسلة؟  ;not cyber
ختام الجولة الـ من الدوري المصري وليفربول في ديربي ميرسيسايد ضمن أهم مباريات اليوم  ;not cyber
الأهلي يحجم لاعبيه بقرار رادع  ;not cyber
بداية المبارة    يوفينتوس | روما  ;not cyber
تشكيل الزمالك في مواجهة الإتحاد السكندري.. ما رأيك في هذا التشكيل ؟  ;not cyber
الطريق لنهائي الكأس.. "كورابيا" يكشف موعد القمة "المحتملة" بين الأهلي والزمالك  من برأيك قادر علي تحقيق لقب الكأس هذا الموسم ؟  التفاصيل👇👇  ;not cyber
 روما "صلاح" يواجه فياريال في دور الـ من الدوري الأوروبي  ;not cyber
من مباراة ريفر بليت وبوكا جونيورز بالدوري الأرجنتيني  إنتظرونا ومتابعة حية بالصور والفيديوهات على  وشاهد أيضا ملخص المباراة المثيرة .. ليفربول - وست هام .. الدوري الانجليزي تعليق عصام الشوالي - كورابيا  عبر اللينك الأتي  ;not cyber
مورينيو وكلوب في مهام صعبة بختام الجولة الـمن البريميرليج وديربي تورينو وصن داونز يفتتح مشواره مع بطل اليابان في مونديال الأندية ضمن أهم مباريات اليوم  ;not cyber
الأهلي والزمالك يفتتحوا الجولة ال من الدوري وافتتاح كأس العالم للأندية ضمن أهم مباريات اليوم  ;not cyber
بداية الشوط الثاني من مباريات دوري ابطال اوروبا  ;not cyber
بعد منافسة شرسة علي افضل حارس في .. وباختيار جماهير كورابيا   شريف إكرامي يحصل علي لقب أفضل حارس مرمي في مصر لعام  ;not cyber
نهاية الشوط الأول من مباريات دوري الأبطال  ;not cyber
رونالدو ردًا على شابي  "كل من يريد أن يتصدر الصحف يقوم بمهاجمتي، فزت بالكرة الذهبية مرات في حين أنه لم يفز بها ولا مرة ولا أعرف حتى أين يلعب الان". وكان شابي قد صرح قبلًا أن مشكلة رونالدو أنه جاء في فترة أفضل لاعب في التاريخ "ليونيل ميسي".  طالع تصريحات رونالدو بالكامل    ;not cyber
بالصور| الجماهير تقتحم ودية كوت ديفوار والسنغال  ;not cyber
نهاية مباريات دوري أبطال أوربا.. تعرف على نتائج المباريات  ;not cyber
نهاية الشوط الأول من مباريات دوري أبطال أوربا  ;not cyber
تتفق أم تختلف.. ان اللي يضيع يخسر ؟  دي بروين اهدر فرصة الهدف الثاني لفريقه ثم تنقلب لمباراة لصالح البلوز   نيمار يهدر فرصة سهلة للهدف الثاني تنقلب لمباراة ويتعادل الريال في الدقيقة الـ  ;not cyber
جوووووووووول التعادل لريال مدريد عن طريق راموس د  برشلونة | ريال مدريد   كلاسيكو الدوري الإسباني  ;not cyber
بداية المباراة   برشلونة | ريال مدريد   كلاسيكو الدوري الإسباني  ;not cyber
كاريكاتير| نيدفيد "يغيظ" الحضري بعد فوز الأهلي على دجلة 👇👇    للمزيد من الكاريكاتير 👇👇  ;not cyber
من أفضل لاعب في المباراة من وجهة نظرك ؟  ;not cyber
أحمد حجازي لاعب النادي الأهلي ينشر صورة له مع شريف إكرامي عبر "انستجرام"  ;not cyber
بداية مباريات دوري ابطال اوروبا الجولة الثانية  بث مباشر لمباراة اتلتيكو و بايرن  ;not cyber
حارس طنطا يرتدي زي مشابه لنادي سموحة .. أنه الدوري المصري يا ساده  ;not cyber
رامي ربيعة يكشف حقيقة تعدي جماهير الزمالك عليه في بنها  ;not cyber
دقيقة من مباريات دوري الأبطال .. الأرسنال يتفوق وغزارة تهديفية في مباراة السيتي وتعادل سلبي بين اتليتكو والبايرن  بث مباشر لمباراة اتلتيكو و بايرن  ;not cyber
بداية الشوط الثاني من مباريات دوري أبطال أوربا  شاهد البث المباشر لمباراة (بوروسيا - ريال مدريد) بدون تقطيع ومناسب للباقات تعليق عصام الشوالي 👇👇  ;not cyber
نهاية الشوط الأول من مباريات دوري أبطال أوربا..و بوروسيا يسجل هدف التعادل قبل نهاية الشوط الأول عن طريق أوباميانج  ;not cyber
تعرف على نتائج مباريات دوري أبطال أوربا د ""  شاهد البث المباشر لمباراة (بوروسيا - ريال مدريد) بدون تقطيع ومناسب للباقات تعليق عصام الشوالي 👇👇  ;not cyber
د   ريال مدريد يتقدم بهدف عن طريق رونالدو.. والتعادل السلبي يسيطر على باقي المباريات  شاهد البث المباشر للمباراة بدون تقطيع ومناسب للباقات تعليق عصام الشوالي 👇👇  ;not cyber
بداية مباريات دوري أبطال أوربا  ;not cyber
محمد صلاح يهنئ  توتي بعيد ميلاده الـ .. "كل سنة وانت طيب يا كابيتانو .. شرف لي اللعب بجوارك"  ;not cyber
فيديو كوميدي - حال الجمهور الذي كان يرغب الشماتة في الزمالك وهو يتابع المباراة - كورابيا  ;not cyber
برأيك.. من أفضل لاعب في المباراة ؟  ;not cyber
تعرف علي تفاصيل نهائي دوري الأبطال .. ما هي توقعاتك لنتيجة المباراتين ؟  ;not cyber
الزمالك يفاوض مهاجم منتخب غينيا للشباب  ;not cyber
بداية المباراة   الوداد | الزمالك   إياب نصف نهائي   دوري أبطال افريقيا  البث المباشر للمباراة...  ;not cyber
وجهة كلمة للاعبي الزمالك قبل مباراة العودة مع الوداد  ;not cyber
نهاية المباراة بفوز ساحق للمدفعجية علي البلوز   ارسنال | تشيلسي   ديربي لندن   البريميرليج الجولة السادسة  البث المباشر للمباراة...  ;not cyber
نهاية الشوط الأول بتقدم اللأرسنال بثلاثية نظيفة عن طريق "سانشيز - والكوت - أوزيل"  ارسنال | تشيلسي   ديربي لندن   البريميرليج الجولة السادسة  البث المباشر للمباراة...  ;not cyber
"كورابيا" يقدم خدمه لمتابعيه من خلال سكوب، حيث يقوم بتسليط الضوء على اللاعبين المعارين من الأهلي والزمالك وأدائهم مع أنديتهم حتى الأسبوع العشرين بمسابقة الدوري الممتاز..  ;not cyber
مدرب مالي  تعادلنا مع مصر "بطعم الخسارة"  ;not cyber
فيديو|| ملخص لمسات محمد صلاح مع روما فى قمة الجولة مع انتر ميلان بالدوري الايطالي - كورابيا  لمتابعة جميع الملخصات والأهداف 👇👇  ;not cyber
نيجولان يحرز هدف رائع د  فياريال | ريال مدريد  إنترميلان | روما  ;not cyber
فياريال يخطف هدف التقدم مع بداية الشوط الثاني  فياريال | ريال مدريد  إنترميلان | روما  ;not cyber
نيجولان يحرز الهدف الأول لروما  فياريال | ريال مدريد  إنترميلان | روما  ;not cyber
